mid_date, v [m/yr], satellite, dt (days)
2022-11-18T15:49:03.875Z,982, Sentinel 1, 12 
2022-05-05T20:50:26.000Z,2407, Sentinel 2, 50 
2018-12-16T03:02:32.393Z,1202, Sentinel 1, 60 
2022-03-19T08:52:00.000Z,2254, Sentinel 2, 25 
2018-12-02T20:53:58.999Z,1122, Sentinel 2, 140 
2018-04-09T08:50:20.000Z,1476, Sentinel 2, 15 
1999-08-06T20:08:25.978Z,2931, Landsat 5, 48 
2020-06-19T08:40:20.000Z,2765, Sentinel 2, 15 
2003-05-01T08:22:45.382Z,1975, Landsat 7, 39 
2019-02-05T20:56:36.000Z,1437, Sentinel 2, 20 
2018-12-07T20:54:39.000Z,1150, Sentinel 2, 130 
2022-03-01T20:53:50.999Z,2141, Sentinel 2, 60 
2019-11-24T20:43:53.999Z,1204, Sentinel 2, 140 
2021-01-09T15:48:50.085Z,2388, Sentinel 1, 48 
2019-10-24T03:02:39.951Z,953, Sentinel 1, 12 
2019-03-15T15:48:36.659Z,1553, Sentinel 1, 36 
2020-04-30T08:40:20.000Z,2087, Sentinel 2, 25 
2018-07-15T08:40:20.000Z,1425, Sentinel 2, 115 
2019-06-27T20:40:29.000Z,1708, Sentinel 2, 80 
2022-05-22T20:40:26.000Z,2384, Sentinel 2, 70 
2019-05-31T20:50:29.000Z,2056, Sentinel 2, 40 
2020-01-03T15:48:44.133Z,1437, Sentinel 1, 24 
1994-06-26T07:46:30.430Z,2416, Landsat 5, 25 
2020-05-08T15:48:44.704Z,2253, Sentinel 1, 36 
2020-10-23T15:48:52.379Z,1377, Sentinel 1, 36 
2019-08-25T03:02:38.141Z,1081, Sentinel 1, 60 
2021-02-14T15:48:48.782Z,2812, Sentinel 1, 24 
2022-09-29T20:43:34.000Z,939, Sentinel 2, 80 
2019-05-03T03:02:32.015Z,1885, Sentinel 1, 48 
2020-01-21T15:48:43.406Z,1507, Sentinel 1, 12 
2019-02-07T15:48:36.941Z,1391, Sentinel 1, 60 
2022-06-27T15:48:59.571Z,2350, Sentinel 1, 12 
2021-07-31T20:43:51.000Z,21, Sentinel 2, 520 
2020-02-22T02:55:08.898Z,1554, Sentinel 1, 12 
2019-08-21T20:41:19.000Z,1041, Sentinel 2, 70 
2013-04-27T08:23:47.729Z,2179, Landsat 7, 23 
2019-06-18T08:50:30.000Z,1765, Sentinel 2, 95 
2018-07-10T08:40:20.000Z,1832, Sentinel 2, 15 
2003-05-12T20:25:50.821Z,2075, Landsat 7, 16 
2010-08-25T08:20:06.874Z,1238, Landsat 7, 41 
2018-11-09T20:44:09.000Z,1014, Sentinel 2, 140 
2018-03-08T15:48:30.071Z,1266, Sentinel 1, 36 
2018-03-12T08:44:00.000Z,1279, Sentinel 2, 95 
2020-07-16T20:40:21.000Z,3069, Sentinel 2, 40 
2020-06-11T20:40:21.000Z,2631, Sentinel 2, 30 
2019-09-30T20:42:54.000Z,1060, Sentinel 2, 50 
2000-09-22T08:18:25.614Z,1499, Landsat 7, 25 
2019-07-30T20:50:29.000Z,1095, Sentinel 2, 40 
2022-04-12T02:55:21.141Z,2141, Sentinel 1, 12 
2018-10-05T20:43:09.000Z,1073, Sentinel 2, 50 
2017-11-03T03:02:26.784Z,1000, Sentinel 1, 12 
2020-02-14T15:48:42.816Z,1550, Sentinel 1, 12 
2022-05-06T02:55:22.291Z,2403, Sentinel 1, 12 
2016-07-17T20:43:46.000Z,1404, Sentinel 2, 80 
2018-07-08T02:55:01.830Z,1605, Sentinel 1, 24 
2019-08-27T08:52:25.000Z,1024, Sentinel 2, 95 
2018-06-08T08:50:20.000Z,1751, Sentinel 2, 85 
2000-09-24T20:27:39.786Z,1435, Landsat 7, 48 
2019-01-08T15:48:37.609Z,1203, Sentinel 1, 48 
2009-04-11T20:18:03.110Z,2308, Landsat 5, 48 
2003-04-15T08:22:44.704Z,1801, Landsat 7, 71 
2022-04-18T08:50:20.000Z,2247, Sentinel 2, 15 
2018-04-24T08:50:20.000Z,1590, Sentinel 2, 25 
2000-06-09T08:25:53.298Z,2475, Landsat 7, 57 
2020-12-28T20:47:04.000Z,2191, Sentinel 2, 80 
2015-07-24T20:36:51.742Z,1222, Landsat 7, 64 
2020-08-30T15:48:51.164Z,2348, Sentinel 1, 24 
2020-10-02T20:52:59.000Z,1896, Sentinel 2, 40 
2018-01-31T15:48:30.371Z,1147, Sentinel 1, 36 
2019-09-15T20:42:41.000Z,968, Sentinel 2, 70 
2020-10-30T08:56:10.000Z,1602, Sentinel 2, 15 
2019-06-10T20:50:29.000Z,2047, Sentinel 2, 60 
2020-04-08T08:51:55.000Z,1780, Sentinel 2, 65 
2018-08-17T15:48:37.852Z,1126, Sentinel 1, 24 
2018-01-20T03:02:24.592Z,1210, Sentinel 1, 48 
2019-07-18T08:50:30.000Z,1174, Sentinel 2, 15 
2019-06-05T20:50:29.000Z,2079, Sentinel 2, 50 
2018-04-26T03:02:25.096Z,1569, Sentinel 1, 24 
1985-07-07T19:54:45.230Z,2532, Landsat 5, 16 
2019-07-12T20:40:24.000Z,1500, Sentinel 2, 110 
2021-03-28T15:48:48.834Z,3328, Sentinel 1, 12 
2020-04-15T20:50:19.000Z,1816, Sentinel 2, 40 
2021-08-21T08:51:14.999Z,1559, Sentinel 2, 65 
2019-09-08T08:41:15.000Z,1040, Sentinel 2, 35 
2021-05-27T15:48:51.641Z,3739, Sentinel 1, 36 
2020-01-21T15:48:43.694Z,1489, Sentinel 1, 60 
2017-08-12T02:54:57.366Z,1408, Sentinel 1, 12 
2019-01-26T08:42:55.000Z,6, Sentinel 2, 545 
2002-04-01T20:13:34.177Z,1888, Landsat 7, 32 
2002-02-03T20:19:37.255Z,1829, Landsat 7, 128 
2019-10-07T02:55:12.210Z,1015, Sentinel 1, 24 
2004-04-04T20:26:19.396Z,1962, Landsat 7, 32 
2008-03-14T20:27:19.001Z,1751, Landsat 7, 32 
2017-02-11T15:47:41.475Z,1448, Sentinel 1, 36 
2016-03-25T03:03:16.210Z,1492, Sentinel 1, 48 
2018-07-12T15:48:35.728Z,1594, Sentinel 1, 24 
2018-07-10T20:50:29.000Z,1447, Sentinel 2, 130 
2021-05-04T03:02:44.220Z,3441, Sentinel 1, 24 
2019-09-26T08:52:20.000Z,1107, Sentinel 2, 35 
2018-10-10T15:48:39.598Z,1179, Sentinel 1, 36 
2019-11-28T15:48:45.398Z,1278, Sentinel 1, 48 
2020-03-31T20:51:49.000Z,1751, Sentinel 2, 50 
2019-04-21T03:02:31.511Z,1755, Sentinel 1, 48 
2003-04-15T08:22:47.523Z,1829, Landsat 7, 25 
2018-11-17T08:43:30.000Z,1037, Sentinel 2, 155 
2019-03-17T20:52:11.000Z,1668, Sentinel 2, 20 
2000-09-01T20:21:47.762Z,1424, Landsat 7, 16 
2022-05-05T20:50:19.000Z,2424, Sentinel 2, 40 
2022-05-28T08:50:25.000Z,2556, Sentinel 2, 5 
2018-12-17T20:56:44.000Z,1153, Sentinel 2, 90 
2022-07-21T15:49:00.946Z,1546, Sentinel 1, 12 
2021-04-05T02:55:15.333Z,3205, Sentinel 1, 12 
2022-05-13T08:50:30.000Z,2330, Sentinel 2, 85 
2010-08-29T20:15:03.042Z,1189, Landsat 5, 16 
1990-06-11T19:44:56.370Z,2144, Landsat 5, 32 
2020-06-14T08:40:20.000Z,2660, Sentinel 2, 35 
2019-08-02T02:55:09.402Z,1125, Sentinel 1, 12 
2019-01-21T03:02:31.342Z,1311, Sentinel 1, 60 
2020-02-26T15:48:42.885Z,1585, Sentinel 1, 36 
2022-08-14T15:49:02.518Z,1240, Sentinel 1, 12 
2019-06-07T15:48:39.706Z,2084, Sentinel 1, 36 
2019-01-14T08:53:40.000Z,1237, Sentinel 2, 145 
2018-03-15T08:52:20.000Z,1328, Sentinel 2, 35 
2021-01-21T15:48:49.470Z,2567, Sentinel 1, 24 
2019-08-22T08:52:45.000Z,1118, Sentinel 2, 115 
2005-03-31T20:20:34.837Z,1932, Landsat 7, 32 
2021-01-09T15:48:49.952Z,2342, Sentinel 1, 24 
2018-04-09T08:50:55.000Z,1484, Sentinel 2, 35 
2021-03-16T08:43:20.000Z,3098, Sentinel 2, 75 
2018-07-30T15:48:36.754Z,1368, Sentinel 1, 36 
2019-03-27T15:48:36.691Z,1762, Sentinel 1, 12 
2018-03-26T15:48:30.272Z,1413, Sentinel 1, 24 
2019-10-18T03:02:39.822Z,1075, Sentinel 1, 48 
2019-06-13T15:48:40.088Z,2132, Sentinel 1, 48 
2022-05-03T08:50:25.000Z,2378, Sentinel 2, 65 
2020-07-08T03:02:41.923Z,2871, Sentinel 1, 24 
2017-11-20T15:48:32.634Z,1066, Sentinel 1, 36 
2003-04-03T20:19:42.276Z,1755, Landsat 7, 48 
2018-08-07T08:50:20.000Z,1262, Sentinel 2, 65 
2022-04-15T08:40:20.000Z,2289, Sentinel 2, 5 
2018-11-24T20:45:23.999Z,1117, Sentinel 2, 110 
2018-12-27T08:45:19.999Z,1170, Sentinel 2, 115 
2019-02-13T08:55:50.000Z,1432, Sentinel 2, 25 
2020-12-16T15:48:51.070Z,1967, Sentinel 1, 24 
2022-03-29T08:50:25.000Z,2356, Sentinel 2, 5 
2019-09-05T20:42:59.000Z,988, Sentinel 2, 100 
2017-02-27T20:39:11.872Z,1429, Landsat 7, 16 
2021-03-01T08:43:55.000Z,2994, Sentinel 2, 65 
2019-03-15T08:52:30.000Z,1595, Sentinel 2, 35 
2018-06-30T20:50:14.000Z,1604, Sentinel 2, 110 
2019-09-01T02:55:11.005Z,1041, Sentinel 1, 48 
2022-10-10T08:54:00.000Z,966, Sentinel 2, 25 
2022-03-09T08:52:45.000Z,2202, Sentinel 2, 35 
2005-09-04T08:17:05.102Z,1197, Landsat 7, 57 
2008-05-01T20:26:00.110Z,2086, Landsat 5, 16 
2019-08-02T02:55:09.386Z,1099, Sentinel 1, 36 
2021-05-23T02:55:17.512Z,3562, Sentinel 1, 12 
2017-01-25T03:02:17.525Z,1401, Sentinel 1, 24 
2021-04-20T08:39:55.000Z,3485, Sentinel 2, 25 
1994-08-21T07:45:01.914Z,1329, Landsat 5, 41 
2021-04-17T20:40:21.000Z,3453, Sentinel 2, 30 
2005-05-02T20:20:31.957Z,2105, Landsat 7, 32 
2019-11-18T02:55:11.676Z,1222, Sentinel 1, 60 
2000-08-08T20:22:05.357Z,1699, Landsat 7, 64 
2016-10-23T20:55:07.000Z,956, Sentinel 2, 50 
2022-04-03T08:52:00.000Z,2236, Sentinel 2, 55 
2011-03-01T20:18:17.748Z,1837, Landsat 7, 16 
2018-09-23T20:52:01.000Z,811, Sentinel 2, 30 
2016-07-27T20:33:33.210Z,1210, Landsat 7, 16 
2019-07-08T08:50:30.000Z,1785, Sentinel 2, 5 
2017-12-26T15:48:31.417Z,1071, Sentinel 1, 12 
2018-01-25T15:48:30.523Z,1204, Sentinel 1, 48 
2020-12-10T15:48:51.270Z,1970, Sentinel 1, 36 
2017-07-05T20:50:21.000Z,1675, Sentinel 2, 80 
2018-09-03T20:53:19.000Z,1082, Sentinel 2, 120 
2018-09-11T08:50:30.000Z,839, Sentinel 2, 5 
2021-02-21T20:44:49.000Z,3002, Sentinel 2, 30 
2021-03-10T15:48:48.617Z,3161, Sentinel 1, 24 
2009-05-02T08:18:15.888Z,2521, Landsat 7, 23 
2016-11-14T03:02:20.693Z,1170, Sentinel 1, 24 
2018-05-23T20:40:19.000Z,1758, Sentinel 2, 80 
2021-04-20T20:50:21.000Z,3489, Sentinel 2, 10 
1993-05-24T19:59:38.637Z,2909, Landsat 5, 16 
2021-08-10T20:43:51.000Z,15, Sentinel 2, 540 
2019-03-10T03:02:30.328Z,1479, Sentinel 1, 12 
2020-11-10T15:48:52.067Z,1670, Sentinel 1, 48 
2015-09-03T20:30:51.134Z,930, Landsat 7, 64 
2022-11-11T20:57:16.000Z,677, Sentinel 2, 10 
2020-01-28T03:02:37.159Z,1447, Sentinel 1, 12 
2020-02-02T15:48:43.088Z,1409, Sentinel 1, 12 
2019-03-17T08:43:40.000Z,1573, Sentinel 2, 85 
2019-06-15T20:50:29.000Z,2104, Sentinel 2, 10 
2018-07-30T15:48:36.784Z,1431, Sentinel 1, 12 
2019-07-31T15:48:42.929Z,1118, Sentinel 1, 48 
